State,County,Year,DayswithAQI,GoodDays,ModerateDays,UnhealthyforSensitiveGroupsDays,UnhealthyDays,VeryUnhealthyDays,HazardousDays,MaxAQI,Percentile90AQI,MedianAQI,DaysCO,DaysNO2,DaysOzone,DaysSO2,DaysPM25,DaysPM10
Ohio,Trumbull,2010,360,203,150,6,1,0,0,159,77,47,0,0,140,0,219,1
Ohio,Tuscarawas,2010,360,343,15,2,0,0,0,115,39,14,0,0,0,360,0,0
Ohio,Warren,2010,365,137,217,11,0,0,0,150,84,55,0,0,125,0,240,0
Ohio,Washington,2010,214,130,74,10,0,0,0,129,90,46,0,0,214,0,0,0
Ohio,Wood,2010,214,159,53,2,0,0,0,105,71,44,0,0,214,0,0,0
Ohio,Adams,1998,365,331,29,5,0,0,0,148,49,17,0,0,0,365,0,0
Ohio,Allen,1998,365,253,71,35,6,0,0,182,105,37,0,0,202,138,0,25
Ohio,Ashtabula,1998,360,264,56,30,9,1,0,208,105,36,0,0,186,174,0,0
Ohio,Athens,1998,59,59,0,0,0,0,0,38,31,12,0,0,0,0,0,59
Ohio,Belmont,1998,59,59,0,0,0,0,0,50,44,19,0,0,0,0,0,59
Ohio,Butler,1998,365,189,120,40,15,1,0,206,122,50,0,0,224,128,0,13
Ohio,Clark,1998,365,235,83,31,15,1,0,214,122,40,0,0,209,156,0,0
Ohio,Clermont,1998,363,209,103,37,14,0,0,192,111,46,0,0,189,174,0,0
Ohio,Clinton,1998,209,91,66,39,12,1,0,201,143,64,0,0,209,0,0,0
Ohio,Columbiana,1998,365,237,71,55,2,0,0,163,112,34,0,91,0,240,0,34
Ohio,Crawford,1998,364,247,79,30,8,0,0,200,101,39,0,0,364,0,0,0
Ohio,Cuyahoga,1998,365,133,177,47,7,1,0,206,112,58,4,73,86,156,0,46
Ohio,Delaware,1998,211,91,76,31,12,1,0,203,133,54,0,0,211,0,0,0
Ohio,Erie,1998,28,24,4,0,0,0,0,85,56,31,0,0,0,0,0,28
Ohio,Fayette,1998,361,228,75,41,17,0,0,197,112,41,0,0,361,0,0,0
Ohio,Franklin,1998,365,230,89,31,15,0,0,195,112,43,41,0,181,87,0,56
Ohio,Geauga,1998,214,129,60,19,5,1,0,204,115,45,0,0,214,0,0,0
Ohio,Greene,1998,238,126,74,26,11,1,0,201,122,49,0,0,213,0,0,25
Ohio,Hamilton,1998,365,134,166,56,8,1,0,203,119,62,3,132,104,123,0,3
Ohio,Hancock,1998,56,56,0,0,0,0,0,42,39,29,0,0,0,0,0,56
Ohio,Jefferson,1998,365,173,115,70,7,0,0,200,117,54,23,0,71,262,0,9
Ohio,Knox,1998,213,130,55,20,8,0,0,190,108,47,0,0,213,0,0,0
Ohio,Lake,1998,365,163,111,71,19,1,0,213,126,57,4,0,123,238,0,0
Ohio,Lawrence,1998,365,248,68,34,13,2,0,214,112,39,0,0,195,149,0,21
Ohio,Licking,1998,214,94,71,35,14,0,0,187,140,54,0,0,214,0,0,0
Ohio,Logan,1998,184,116,51,15,2,0,0,174,97,46,0,0,184,0,0,0
Ohio,Lorain,1998,365,280,59,21,5,0,0,172,90,32,0,0,166,147,0,52
Ohio,Lucas,1998,365,264,76,19,6,0,0,177,84,38,7,0,168,80,0,110
Ohio,Madison,1998,207,90,65,39,13,0,0,197,140,61,0,0,207,0,0,0
Ohio,Mahoning,1998,365,234,88,31,11,1,0,204,108,42,0,0,164,190,0,11
Ohio,Medina,1998,213,118,61,26,8,0,0,182,112,49,0,0,213,0,0,0
Ohio,Meigs,1998,350,286,48,16,0,0,0,140,72,20,0,0,0,350,0,0
Ohio,Miami,1998,210,113,66,22,9,0,0,182,115,49,0,0,210,0,0,0
Ohio,Monroe,1998,60,59,1,0,0,0,0,55,44,17,0,0,0,0,0,60
Ohio,Montgomery,1998,365,251,74,31,9,0,0,179,105,39,64,0,197,87,0,17
Ohio,Morgan,1998,351,241,65,28,17,0,0,200,110,29,0,0,0,351,0,0
Ohio,Noble,1998,345,212,77,37,17,2,0,204,119,40,0,0,340,0,0,5
Ohio,Ottawa,1998,52,51,1,0,0,0,0,51,41,21,0,0,0,0,0,52
Ohio,Portage,1998,212,121,46,36,8,1,0,212,129,47,0,0,212,0,0,0
Ohio,Preble,1998,211,121,68,20,2,0,0,182,101,47,0,0,211,0,0,0
Ohio,Richland,1998,181,178,3,0,0,0,0,56,38,20,0,0,0,0,0,181
Ohio,Sandusky,1998,63,47,16,0,0,0,0,77,59,34,0,0,0,0,0,63
Ohio,Scioto,1998,365,351,14,0,0,0,0,95,42,23,0,0,0,202,0,163
Ohio,Seneca,1998,142,139,3,0,0,0,0,53,39,22,0,0,0,0,0,142
Ohio,Stark,1998,365,217,94,39,14,1,0,209,119,45,11,0,186,136,0,32
Ohio,Summit,1998,365,162,116,74,12,1,0,209,126,55,12,0,140,203,0,10
Ohio,Trumbull,1998,240,134,58,29,18,1,0,205,147,47,0,0,211,0,0,29
Ohio,Tuscarawas,1998,335,259,52,22,2,0,0,167,79,26,0,0,0,335,0,0
Ohio,Union,1998,209,124,66,14,5,0,0,185,100,48,0,0,209,0,0,0
Ohio,Warren,1998,213,100,65,32,15,1,0,212,140,54,0,0,213,0,0,0
Ohio,Washington,1998,289,180,71,27,11,0,0,200,119,44,0,0,201,0,0,88
Ohio,Wood,1998,213,120,70,21,2,0,0,172,108,48,0,0,213,0,0,0
Ohio,Wyandot,1998,168,158,10,0,0,0,0,70,43,21,0,0,0,0,0,168
Ohio,Adams,1999,365,282,59,24,0,0,0,128,82,20,0,0,0,365,0,0
Ohio,Allen,1999,359,274,49,29,7,0,0,192,101,33,0,0,208,133,0,18
Ohio,Ashtabula,1999,363,258,63,34,8,0,0,197,105,36,0,0,191,172,0,0
Ohio,Athens,1999,108,56,50,2,0,0,0,127,72,50,0,0,0,0,100,8
Ohio,Belmont,1999,96,75,11,10,0,0,0,133,102,26,0,0,0,43,0,53
Ohio,Butler,1999,365,89,213,41,20,2,0,221,126,65,0,0,157,59,147,2
Ohio,Clark,1999,362,256,58,34,14,0,0,200,108,37,0,0,206,156,0,0
Ohio,Clermont,1999,365,219,88,42,14,2,0,213,126,44,0,0,190,175,0,0
Ohio,Clinton,1999,214,86,69,39,20,0,0,195,150,64,0,0,214,0,0,0
Ohio,Columbiana,1999,346,223,80,39,4,0,0,200,105,30,0,0,0,322,0,24
Ohio,Crawford,1999,361,261,68,27,5,0,0,182,97,39,0,0,361,0,0,0
Ohio,Cuyahoga,1999,365,56,213,84,12,0,0,200,123,75,0,17,39,95,195,19
Ohio,Delaware,1999,207,117,50,24,13,3,0,226,133,47,0,0,207,0,0,0
Ohio,Erie,1999,32,27,5,0,0,0,0,89,55,26,0,0,0,0,0,32
Ohio,Fayette,1999,335,205,70,45,15,0,0,190,129,45,0,0,335,0,0,0
Ohio,Franklin,1999,365,78,227,45,13,2,0,208,119,65,2,0,112,3,237,11
Ohio,Geauga,1999,212,125,54,22,10,1,0,202,126,44,0,0,212,0,0,0
Ohio,Greene,1999,236,136,63,27,10,0,0,177,122,47,0,0,211,0,0,25
Ohio,Hamilton,1999,365,62,233,59,10,1,0,209,115,71,0,34,91,58,182,0
Ohio,Hancock,1999,48,48,0,0,0,0,0,33,28,19,0,0,0,0,0,48
Ohio,Jefferson,1999,365,85,185,78,17,0,0,200,131,71,6,0,67,166,124,2
Ohio,Knox,1999,214,124,60,23,6,1,0,202,119,47,0,0,214,0,0,0
Ohio,Lake,1999,365,137,136,74,16,2,0,214,132,64,3,0,109,209,44,0
Ohio,Lawrence,1999,365,209,96,44,16,0,0,195,122,46,0,0,184,139,35,7
Ohio,Licking,1999,206,111,60,28,7,0,0,187,126,49,0,0,206,0,0,0
Ohio,Logan,1999,209,158,36,14,1,0,0,151,90,33,0,0,209,0,0,0
Ohio,Lorain,1999,365,234,98,29,3,1,0,207,96,42,0,0,152,132,64,17
Ohio,Lucas,1999,365,150,179,32,2,2,0,207,100,55,3,0,117,66,165,14
Ohio,Madison,1999,210,101,59,39,11,0,0,187,136,51,0,0,210,0,0,0
Ohio,Mahoning,1999,365,95,237,27,6,0,0,177,99,62,0,0,78,75,211,1
Ohio,Medina,1999,213,140,51,16,6,0,0,174,101,44,0,0,213,0,0,0
Ohio,Meigs,1999,359,280,54,25,0,0,0,138,87,21,0,0,0,359,0,0
Ohio,Miami,1999,208,122,55,24,7,0,0,197,112,47,0,0,208,0,0,0
Ohio,Monroe,1999,59,58,1,0,0,0,0,53,38,22,0,0,0,0,0,59
Ohio,Montgomery,1999,365,106,217,33,7,2,0,207,105,61,3,0,128,20,213,1
Ohio,Morgan,1999,348,285,38,21,4,0,0,171,85,17,0,0,0,348,0,0
Ohio,Noble,1999,341,241,65,24,10,1,0,204,101,40,0,0,341,0,0,0
Ohio,Ottawa,1999,55,53,2,0,0,0,0,55,42,19,0,0,0,0,0,55
Ohio,Portage,1999,245,109,92,29,14,1,0,208,133,54,0,0,183,0,62,0
Ohio,Preble,1999,232,118,90,21,3,0,0,154,101,50,0,0,187,0,45,0
Ohio,Richland,1999,160,159,1,0,0,0,0,55,36,19,0,0,0,0,0,160
Ohio,Sandusky,1999,65,56,9,0,0,0,0,70,56,27,0,0,0,0,0,65
Ohio,Scioto,1999,365,250,99,15,1,0,0,160,87,31,0,0,0,184,96,85
Ohio,Seneca,1999,136,124,11,1,0,0,0,108,48,22,0,0,0,0,0,136
Ohio,Stark,1999,365,177,141,36,10,1,0,207,112,51,5,0,171,104,72,13
Ohio,Summit,1999,365,79,191,84,11,0,0,179,128,74,0,0,72,124,168,1
Ohio,Trumbull,1999,351,109,201,31,10,0,0,182,105,58,0,0,136,0,213,2
Ohio,Tuscarawas,1999,335,273,47,15,0,0,0,129,67,21,0,0,0,335,0,0
Ohio,Union,1999,212,129,53,25,4,1,0,201,119,46,0,0,212,0,0,0
Ohio,Warren,1999,214,100,66,38,10,0,0,195,133,54,0,0,214,0,0,0
Ohio,Washington,1999,281,179,59,35,7,1,0,214,115,45,0,0,199,0,0,82
Ohio,Wood,1999,214,140,48,20,6,0,0,177,115,44,0,0,214,0,0,0
Ohio,Wyandot,1999,169,166,3,0,0,0,0,67,42,19,0,0,0,0,0,169
Ohio,Adams,1989,365,179,110,67,9,0,0,200,115,51,0,0,0,350,0,15
Ohio,Allen,1989,356,268,68,15,5,0,0,174,80,37,0,0,198,158,0,0
Ohio,Ashtabula,1989,365,233,93,29,10,0,0,200,105,44,0,0,157,208,0,0
Ohio,Belmont,1989,365,53,274,37,1,0,0,161,103,66,0,0,0,360,0,5
Ohio,Butler,1989,363,176,129,52,6,0,0,187,107,54,0,0,110,235,0,18
Ohio,Clark,1989,364,240,87,28,6,3,0,227,101,43,0,0,196,168,0,0
Ohio,Clermont,1989,348,182,116,44,6,0,0,177,110,50,0,0,154,194,0,0
Ohio,Clinton,1989,204,124,51,24,4,1,0,205,115,48,0,0,204,0,0,0
Ohio,Columbiana,1989,365,128,198,34,5,0,0,188,103,62,0,0,0,348,0,17
Ohio,Cuyahoga,1989,365,34,161,155,15,0,0,188,132,100,2,20,27,302,0,14
Ohio,Franklin,1989,365,219,109,30,7,0,0,182,101,44,63,0,141,143,0,18
Ohio,Greene,1989,233,229,4,0,0,0,0,59,27,13,173,0,0,0,0,60
Ohio,Hamilton,1989,365,92,161,89,22,1,0,205,137,75,6,70,72,192,0,25
Ohio,Jefferson,1989,365,46,160,122,37,0,0,200,151,94,11,9,23,292,0,30
Ohio,Knox,1989,208,133,59,14,2,0,0,159,97,45,0,0,208,0,0,0
Ohio,Lake,1989,365,130,134,86,15,0,0,200,129,66,17,0,109,237,0,2
Ohio,Lawrence,1989,325,238,71,16,0,0,0,147,79,35,0,0,0,158,0,167
Ohio,Lorain,1989,365,191,138,31,4,1,0,205,100,49,0,0,129,230,0,6
Ohio,Lucas,1989,365,225,99,31,9,1,0,209,103,43,57,0,128,170,0,10
Ohio,Mahoning,1989,365,210,126,22,7,0,0,164,100,47,0,0,112,176,0,77
Ohio,Medina,1989,204,139,39,17,9,0,0,190,108,41,0,0,204,0,0,0
Ohio,Meigs,1989,351,223,74,40,14,0,0,200,114,31,0,0,0,351,0,0
Ohio,Montgomery,1989,365,293,61,10,1,0,0,156,67,36,100,0,160,85,0,20
Ohio,Morgan,1989,142,83,22,26,11,0,0,200,134,43,0,0,0,142,0,0
Ohio,Noble,1989,129,79,26,17,7,0,0,200,139,35,0,0,0,85,0,44
Ohio,Pickaway,1989,365,296,58,11,0,0,0,136,62,29,0,109,0,256,0,0
Ohio,Portage,1989,213,131,53,21,8,0,0,200,115,45,0,0,213,0,0,0
Ohio,Preble,1989,210,130,46,28,6,0,0,187,112,46,0,0,210,0,0,0
Ohio,Sandusky,1989,20,19,1,0,0,0,0,52,48,21,0,0,0,0,0,20
Ohio,Scioto,1989,358,284,62,12,0,0,0,143,64,34,0,0,0,140,0,218
Ohio,Stark,1989,365,198,127,34,6,0,0,197,104,48,4,0,162,169,0,30
Ohio,Summit,1989,365,74,170,105,13,3,0,213,122,81,3,0,82,278,0,2
Ohio,Trumbull,1989,289,228,56,4,1,0,0,154,62,29,0,0,0,250,0,39
Ohio,Tuscarawas,1989,316,134,112,68,2,0,0,169,115,61,0,0,0,316,0,0
Ohio,Warren,1989,212,112,61,26,12,1,0,202,133,50,0,0,212,0,0,0
Ohio,Wyandot,1989,17,17,0,0,0,0,0,40,39,26,0,0,0,0,0,17
Ohio,Adams,1988,365,193,97,69,6,0,0,200,115,49,0,0,0,354,0,11
Ohio,Allen,1988,334,265,42,22,4,1,0,202,90,32,0,0,191,143,0,0
Ohio,Ashtabula,1988,335,200,79,30,16,10,0,242,136,43,0,0,161,174,0,0
Ohio,Belmont,1988,336,89,197,43,7,0,0,188,107,66,0,0,0,332,0,4
Ohio,Butler,1988,366,156,132,43,25,10,0,221,147,58,0,0,148,197,0,21
Ohio,Clark,1988,365,233,74,25,16,17,0,230,143,42,0,0,182,178,0,5
Ohio,Clermont,1988,344,218,69,30,17,10,0,258,136,39,0,0,105,239,0,0
Ohio,Clinton,1988,207,113,55,20,16,3,0,206,147,47,0,0,207,0,0,0
Ohio,Columbiana,1988,356,179,83,76,18,0,0,200,140,50,0,0,0,289,0,67
Ohio,Cuyahoga,1988,366,59,157,119,24,7,0,230,142,85,17,28,61,230,0,30
Ohio,Franklin,1988,366,170,135,39,18,4,0,230,119,54,61,0,131,161,0,13
Ohio,Hamilton,1988,366,97,148,80,32,9,0,222,161,79,1,86,86,192,0,1
Ohio,Jefferson,1988,366,60,124,119,55,8,0,238,168,100,23,10,49,247,0,37
Ohio,Knox,1988,92,70,12,7,3,0,0,169,108,33,0,0,92,0,0,0
Ohio,Lake,1988,366,108,128,82,25,23,0,239,164,80,25,0,113,228,0,0
Ohio,Lawrence,1988,147,126,15,6,0,0,0,130,64,30,0,0,0,87,0,60
Ohio,Lorain,1988,340,156,108,54,20,2,0,209,133,55,0,0,100,235,0,5
Ohio,Lucas,1988,366,170,100,65,26,5,0,232,143,54,55,0,130,172,0,9
Ohio,Mahoning,1988,366,209,97,35,21,4,0,210,119,47,0,0,137,213,0,16
Ohio,Medina,1988,211,128,38,23,17,5,0,223,151,44,0,0,211,0,0,0
Ohio,Meigs,1988,328,192,67,44,25,0,0,200,132,39,0,0,0,328,0,0
Ohio,Montgomery,1988,366,261,63,20,20,2,0,208,115,39,74,0,187,63,0,42
Ohio,Noble,1988,186,123,35,21,7,0,0,193,111,33,0,0,0,142,0,44
Ohio,Pickaway,1988,366,308,48,10,0,0,0,145,64,29,0,116,0,250,0,0
Ohio,Portage,1988,211,107,37,25,23,19,0,249,182,50,0,0,211,0,0,0
Ohio,Preble,1988,208,99,58,22,23,6,0,209,166,54,0,0,208,0,0,0
Ohio,Richland,1988,21,17,4,0,0,0,0,86,75,26,0,0,0,21,0,0
Ohio,Sandusky,1988,218,203,10,1,3,1,0,208,45,14,0,0,134,0,0,84
Ohio,Scioto,1988,229,165,57,7,0,0,0,128,75,35,0,0,0,130,0,99
Ohio,Stark,1988,366,194,105,35,21,11,0,242,143,49,8,0,164,175,0,19
Ohio,Summit,1988,366,113,132,87,24,10,0,249,147,74,9,0,121,234,0,2
Ohio,Trumbull,1988,352,305,35,12,0,0,0,130,60,21,0,0,0,351,0,1
Ohio,Tuscarawas,1988,261,119,64,69,9,0,0,171,127,61,0,0,0,261,0,0
Ohio,Warren,1988,210,108,48,22,23,9,0,227,177,50,0,0,210,0,0,0
